moisture_percent,permeability,mold_hardness,pouring_temp_C,defect_label
7.19,81.5,109.6,1418.2,Blowhole
7.21,84.8,102.6,1399.2,Blowhole
6.39,93.1,108.4,1468.7,Blowhole
7.01,91.3,91.4,1413.5,Blowhole
6.61,88.9,97.1,1394.9,Blowhole
6.98,91.4,97.6,1393.2,Blowhole
6.46,83.3,96.0,1444.3,Blowhole
6.98,89.7,97.3,1462.4,Blowhole
6.47,86.6,106.0,1398.0,Blowhole
6.34,92.4,96.9,1448.4,Blowhole
6.23,89.7,96.3,1385.6,Blowhole
6.99,83.4,97.7,1388.1,Blowhole
6.39,84.2,91.8,1471.1,Blowhole
6.21,86.8,92.5,1410.8,Blowhole
7.4,82.3,109.3,1400.6,Blowhole
7.16,87.7,107.7,1435.4,Blowhole
6.89,82.7,93.3,1471.6,Blowhole
6.63,85.2,105.2,1413.9,Blowhole
7.44,90.3,101.9,1468.1,Blowhole
6.26,83.6,99.3,1402.7,Blowhole
7.17,92.9,98.5,1414.2,Blowhole
7.45,86.2,99.8,1415.2,Blowhole
7.38,88.0,105.2,1461.2,Blowhole
6.64,86.1,107.0,1416.3,Blowhole
7.23,93.2,102.5,1454.2,Blowhole
7.25,91.8,97.9,1385.1,Blowhole
6.72,89.4,99.0,1454.9,Blowhole
6.66,88.9,93.7,1454.9,Blowhole
6.91,82.9,95.8,1454.9,Blowhole
6.83,83.0,109.3,1451.5,Blowhole
7.44,86.0,99.5,1469.8,Blowhole
6.88,89.9,95.0,1424.7,Blowhole
6.36,82.9,90.0,1383.9,Blowhole
7.47,83.4,103.3,1463.9,Blowhole
6.92,82.1,104.6,1440.0,Blowhole
7.15,90.8,109.5,1437.4,Blowhole
6.64,89.1,91.4,1469.7,Blowhole
6.36,84.6,106.3,1439.7,Blowhole
6.71,86.6,107.1,1414.0,Blowhole
7.33,81.2,105.5,1464.8,Blowhole
6.44,86.0,93.3,1450.7,Blowhole
6.9,88.9,93.9,1401.2,Blowhole
6.25,84.5,101.2,1465.8,Blowhole
7.07,86.1,109.1,1451.9,Blowhole
7.41,87.4,95.2,1385.3,Blowhole
7.14,81.7,96.1,1433.2,Blowhole
6.93,88.4,93.3,1418.0,Blowhole
7.0,93.6,104.6,1472.3,Blowhole
7.19,88.3,93.8,1446.7,Blowhole
7.01,88.4,99.8,1432.9,Blowhole
6.63,87.3,94.0,1460.5,Blowhole
6.44,81.2,98.7,1445.8,Blowhole
6.77,83.9,101.2,1414.7,Blowhole
7.41,92.9,100.0,1412.8,Blowhole
7.16,80.5,99.5,1413.6,Blowhole
7.4,80.2,101.1,1454.1,Blowhole
6.83,81.2,109.4,1431.8,Blowhole
7.0,83.3,99.7,1422.9,Blowhole
6.3,81.5,106.7,1404.0,Blowhole
6.45,87.1,105.4,1386.2,Blowhole
6.95,81.7,90.7,1385.3,Blowhole
7.28,81.7,90.9,1423.8,Blowhole
7.3,83.7,98.4,1384.0,Blowhole
6.78,88.1,101.4,1413.2,Blowhole
6.61,81.5,97.3,1389.9,Blowhole
7.2,93.5,109.4,1466.5,Blowhole
6.98,89.8,95.7,1443.1,Blowhole
6.79,86.7,105.2,1408.2,Blowhole
6.61,92.9,91.1,1428.6,Blowhole
7.39,88.5,100.9,1405.0,Blowhole
6.65,91.9,101.2,1431.5,Blowhole
6.33,80.2,109.3,1417.7,Blowhole
6.98,81.1,103.7,1473.3,Blowhole
6.95,81.8,101.6,1456.6,Blowhole
6.73,92.3,103.0,1469.9,Blowhole
7.01,81.8,96.2,1400.2,Blowhole
7.38,90.6,103.5,1410.1,Blowhole
6.44,90.6,99.5,1402.6,Blowhole
7.0,80.6,96.5,1426.9,Blowhole
6.39,93.8,94.2,1393.0,Blowhole
6.46,90.8,98.5,1436.5,Blowhole
6.23,80.5,98.9,1461.7,Blowhole
7.35,81.2,100.8,1471.3,Blowhole
6.7,91.6,92.7,1473.5,Blowhole
7.18,93.2,103.5,1416.3,Blowhole
7.42,83.9,96.6,1450.1,Blowhole
7.19,93.0,94.1,1459.8,Blowhole
7.16,80.9,97.7,1408.3,Blowhole
6.6,93.8,102.9,1451.8,Blowhole
7.47,85.3,106.0,1423.5,Blowhole
7.33,82.5,109.0,1401.9,Blowhole
6.62,90.6,97.9,1440.8,Blowhole
6.78,90.4,94.6,1385.8,Blowhole
6.59,86.6,93.4,1415.5,Blowhole
6.72,80.8,101.7,1468.4,Blowhole
6.4,88.4,103.3,1421.9,Blowhole
7.11,85.8,100.1,1380.7,Blowhole
7.1,89.3,90.8,1416.8,Blowhole
7.47,85.9,100.0,1471.0,Blowhole
7.13,88.1,106.0,1466.4,Blowhole
6.79,86.7,97.7,1476.7,Blowhole
7.11,81.2,107.3,1428.1,Blowhole
6.29,87.7,98.3,1467.8,Blowhole
6.47,91.6,101.2,1385.5,Blowhole
7.46,87.2,95.8,1426.9,Blowhole
7.32,84.3,93.9,1392.9,Blowhole
6.59,90.9,99.4,1402.7,Blowhole
6.42,84.7,108.8,1414.3,Blowhole
7.48,86.8,93.6,1469.1,Blowhole
6.8,89.9,109.7,1385.0,Blowhole
6.33,90.1,95.6,1398.4,Blowhole
6.25,80.3,105.5,1393.4,Blowhole
6.81,88.5,98.6,1382.7,Blowhole
7.22,80.1,105.2,1469.3,Blowhole
6.76,87.5,99.5,1418.9,Blowhole
7.35,92.5,96.7,1441.5,Blowhole
7.4,93.5,100.2,1425.3,Blowhole
6.56,93.4,92.9,1438.0,Blowhole
6.57,83.9,98.1,1479.9,Blowhole
6.27,88.1,91.7,1395.5,Blowhole
6.77,87.1,95.2,1411.6,Blowhole
6.31,84.2,109.3,1474.5,Blowhole
6.64,88.0,108.2,1380.6,Blowhole
7.25,93.3,91.8,1396.1,Blowhole
7.45,87.5,90.3,1405.8,Blowhole
6.78,89.7,104.7,1479.5,Blowhole
6.57,87.5,100.7,1420.6,Blowhole
6.42,93.7,107.1,1429.8,Blowhole
6.98,83.2,100.9,1449.5,Blowhole
6.87,93.9,102.2,1417.1,Blowhole
7.2,82.4,97.7,1414.7,Blowhole
6.76,90.9,99.7,1459.4,Blowhole
6.95,84.8,106.2,1403.8,Blowhole
6.49,87.1,95.2,1380.9,Blowhole
7.04,87.2,98.9,1476.7,Blowhole
6.94,92.1,92.8,1436.9,Blowhole
7.33,88.2,104.4,1417.2,Blowhole
6.32,86.4,97.9,1466.7,Blowhole
6.52,93.5,109.2,1404.8,Blowhole
6.65,92.5,109.3,1424.3,Blowhole
6.62,87.4,103.8,1407.3,Blowhole
7.16,80.7,91.0,1418.6,Blowhole
6.66,84.4,99.8,1412.1,Blowhole
6.45,84.3,109.5,1421.1,Blowhole
6.78,88.1,109.7,1404.2,Blowhole
7.09,90.0,102.1,1388.9,Blowhole
7.08,80.9,101.9,1454.0,Blowhole
6.47,91.8,90.6,1464.4,Blowhole
6.8,83.0,92.7,1475.3,Blowhole
6.29,82.8,97.0,1442.0,Blowhole
6.91,81.8,95.8,1403.9,Blowhole
6.48,85.8,104.1,1401.7,Blowhole
6.68,85.5,109.5,1475.5,Blowhole
7.24,83.4,91.4,1411.7,Blowhole
6.55,87.1,105.6,1465.8,Blowhole
7.3,85.0,103.7,1411.3,Blowhole
6.28,89.8,90.2,1420.9,Blowhole
6.63,89.7,105.3,1410.4,Blowhole
7.26,84.1,98.9,1452.7,Blowhole
7.1,93.8,94.5,1446.2,Blowhole
6.99,92.8,93.1,1455.2,Blowhole
6.94,83.8,99.5,1413.4,Blowhole
6.95,92.4,101.4,1443.2,Blowhole
6.87,80.7,94.7,1429.2,Blowhole
6.6,82.5,100.1,1412.3,Blowhole
6.54,86.5,92.7,1472.8,Blowhole
7.33,89.9,92.1,1457.6,Blowhole
7.25,90.7,92.3,1444.4,Blowhole
7.28,88.1,102.9,1425.8,Blowhole
6.89,80.5,102.8,1388.1,Blowhole
6.77,84.1,100.9,1393.3,Blowhole
7.1,91.1,93.3,1390.4,Blowhole
6.39,92.3,100.6,1426.7,Blowhole
6.34,89.1,107.4,1462.8,Blowhole
7.01,81.1,92.2,1384.9,Blowhole
6.53,81.9,95.2,1418.5,Blowhole
7.43,88.5,106.7,1451.0,Blowhole
6.35,90.3,95.5,1443.9,Blowhole
6.64,94.0,95.3,1407.9,Blowhole
7.41,80.3,103.9,1452.5,Blowhole
7.29,93.6,109.5,1386.5,Blowhole
7.27,89.0,102.9,1392.8,Blowhole
7.05,93.8,108.2,1423.9,Blowhole
6.25,85.1,106.5,1450.1,Blowhole
6.8,80.8,98.5,1426.9,Blowhole
7.41,89.0,96.2,1432.5,Blowhole
6.29,93.6,97.2,1427.8,Blowhole
6.66,89.6,103.2,1451.5,Blowhole
6.55,84.4,92.5,1445.6,Blowhole
6.25,88.4,107.4,1469.1,Blowhole
6.78,86.4,91.5,1447.1,Blowhole
7.27,83.4,98.4,1463.9,Blowhole
7.34,83.4,101.0,1399.2,Blowhole
6.33,92.8,106.4,1456.0,Blowhole
6.26,91.8,98.8,1414.2,Blowhole
6.91,81.3,105.1,1438.2,Blowhole
6.44,82.6,93.7,1385.7,Blowhole
6.96,91.8,90.3,1384.9,Blowhole
6.94,91.5,96.5,1415.0,Blowhole
6.98,83.8,90.5,1453.5,Blowhole
7.01,88.1,104.8,1447.5,Blowhole
6.47,84.9,92.5,1393.0,Blowhole
7.08,92.0,109.3,1442.8,Blowhole
6.44,81.5,106.3,1437.9,Blowhole
7.0,90.9,104.1,1463.4,Blowhole
6.27,90.5,107.0,1408.6,Blowhole
7.03,84.4,109.2,1383.3,Blowhole
6.95,82.3,104.2,1397.6,Blowhole
6.51,86.9,108.3,1401.2,Blowhole
6.39,90.6,100.0,1471.2,Blowhole
6.39,89.0,94.7,1395.7,Blowhole
7.09,88.3,105.1,1410.9,Blowhole
6.78,85.7,109.7,1409.2,Blowhole
6.58,85.0,101.3,1405.2,Blowhole
7.39,83.7,107.9,1390.3,Blowhole
7.05,92.7,93.4,1476.8,Blowhole
6.79,93.2,103.5,1410.2,Blowhole
6.44,84.3,91.9,1394.4,Blowhole
6.34,85.9,105.9,1394.1,Blowhole
6.37,89.0,93.9,1389.8,Blowhole
6.42,92.9,106.4,1415.4,Blowhole
7.05,87.5,103.5,1448.3,Blowhole
7.02,83.7,90.8,1425.6,Blowhole
7.36,88.0,106.6,1479.2,Blowhole
6.41,89.7,103.5,1478.0,Blowhole
7.48,89.6,94.9,1459.9,Blowhole
6.34,90.9,108.2,1418.3,Blowhole
7.02,86.0,98.8,1411.0,Blowhole
7.19,93.1,108.8,1397.5,Blowhole
7.34,90.3,95.1,1386.7,Blowhole
6.55,92.8,102.7,1452.1,Blowhole
6.53,90.1,90.6,1417.5,Blowhole
7.01,82.0,106.5,1403.5,Blowhole
7.05,85.7,101.9,1390.7,Blowhole
6.22,92.7,95.4,1462.0,Blowhole
7.5,83.0,95.3,1446.3,Blowhole
7.46,92.8,100.1,1459.5,Blowhole
6.38,93.7,109.3,1396.4,Blowhole
6.59,81.4,95.4,1461.6,Blowhole
6.69,81.2,96.8,1478.1,Blowhole
7.02,85.8,93.3,1478.6,Blowhole
7.27,83.9,91.4,1385.7,Blowhole
6.36,88.1,108.6,1429.7,Blowhole
7.3,86.2,104.2,1453.2,Blowhole
6.43,85.1,102.7,1387.1,Blowhole
6.67,87.5,109.9,1427.5,Blowhole
7.26,86.0,105.9,1439.5,Blowhole
7.35,85.8,102.1,1443.0,Blowhole
6.74,82.0,91.9,1381.7,Blowhole
7.34,83.3,94.2,1453.6,Blowhole
6.62,87.1,93.3,1476.0,Blowhole
7.31,92.1,98.1,1456.2,Blowhole
6.39,80.1,90.4,1438.7,Blowhole
6.79,87.3,90.1,1422.3,Blowhole
7.13,86.2,104.6,1403.3,Blowhole
7.26,88.2,94.2,1403.7,Blowhole
7.02,91.6,98.3,1405.8,Blowhole
7.33,89.4,99.0,1428.8,Blowhole
6.47,88.8,97.2,1479.6,Blowhole
6.82,86.8,101.3,1471.7,Blowhole
7.24,86.3,104.4,1438.6,Blowhole
6.84,82.7,99.3,1404.6,Blowhole
7.39,84.7,109.0,1433.3,Blowhole
7.02,87.6,92.6,1417.6,Blowhole
6.33,88.7,98.9,1457.8,Blowhole
6.49,82.3,98.1,1472.7,Blowhole
7.12,85.9,100.3,1388.4,Blowhole
7.48,89.3,95.7,1438.6,Blowhole
6.34,93.5,93.5,1444.8,Blowhole
6.52,90.0,105.5,1447.3,Blowhole
7.0,92.5,91.6,1413.1,Blowhole
6.52,93.8,97.8,1453.3,Blowhole
7.09,83.0,94.8,1408.1,Blowhole
6.73,83.3,90.4,1467.9,Blowhole
7.46,84.8,96.8,1380.7,Blowhole
7.08,91.6,92.9,1396.0,Blowhole
7.23,88.6,90.9,1442.3,Blowhole
6.6,85.2,105.4,1461.1,Blowhole
6.72,93.3,98.1,1457.2,Blowhole
6.83,92.6,108.2,1388.7,Blowhole
7.42,91.6,105.8,1400.1,Blowhole
7.25,91.9,95.8,1475.2,Blowhole
6.26,82.1,100.8,1437.6,Blowhole
7.04,80.2,109.2,1384.5,Blowhole
6.39,80.2,101.3,1473.2,Blowhole
7.07,91.5,90.3,1434.2,Blowhole
6.8,87.0,91.4,1448.4,Blowhole
6.85,90.7,99.7,1394.9,Blowhole
7.04,82.4,107.4,1441.3,Blowhole
6.4,93.5,100.4,1387.3,Blowhole
7.01,83.5,106.1,1461.8,Blowhole
7.47,87.0,99.1,1455.3,Blowhole
6.37,87.7,100.9,1388.9,Blowhole
6.74,91.9,107.1,1389.9,Blowhole
6.32,83.7,107.5,1392.9,Blowhole
7.14,81.4,102.5,1415.6,Blowhole
7.23,83.3,102.8,1403.6,Blowhole
7.13,92.2,92.5,1466.7,Blowhole
6.97,81.8,98.6,1396.1,Blowhole
7.11,90.6,92.1,1430.6,Blowhole
7.26,93.1,100.3,1475.0,Blowhole
6.9,85.5,107.0,1429.3,Blowhole
6.81,86.9,106.9,1463.2,Blowhole
6.72,84.7,99.8,1437.3,Blowhole
6.51,91.1,99.7,1413.4,Blowhole
6.34,83.3,109.0,1410.5,Blowhole
6.42,86.4,96.1,1383.5,Blowhole
6.62,87.6,101.0,1415.7,Blowhole
6.78,93.5,97.5,1405.8,Blowhole
6.52,86.4,105.2,1400.6,Blowhole
7.12,80.3,98.4,1457.6,Blowhole
6.64,87.9,94.1,1454.2,Blowhole
6.27,91.9,94.0,1467.4,Blowhole
6.66,90.1,96.4,1470.6,Blowhole
6.36,82.5,99.9,1388.2,Blowhole
6.45,93.2,109.5,1417.6,Blowhole
7.4,87.6,95.4,1450.2,Blowhole
7.06,93.8,95.3,1447.2,Blowhole
6.27,81.6,90.1,1479.9,Blowhole
7.24,91.0,100.2,1410.0,Blowhole
6.4,84.0,97.5,1455.6,Blowhole
6.9,81.1,90.4,1390.2,Blowhole
6.73,93.1,102.7,1460.2,Blowhole
6.81,85.1,92.2,1467.6,Blowhole
7.22,82.4,100.2,1428.7,Blowhole
7.01,93.2,101.6,1434.0,Blowhole
6.27,80.9,93.7,1383.2,Blowhole
7.17,90.1,92.7,1463.6,Blowhole
6.4,84.2,95.0,1417.2,Blowhole
6.53,86.8,98.1,1478.7,Blowhole
6.27,82.0,91.1,1442.6,Blowhole
6.27,91.7,100.2,1432.7,Blowhole
6.93,82.4,94.0,1411.9,Blowhole
6.97,82.9,92.3,1477.0,Blowhole
6.23,91.2,105.8,1409.7,Blowhole
6.38,82.0,103.9,1444.3,Blowhole
7.22,93.1,103.8,1395.6,Blowhole
6.52,91.8,94.2,1387.3,Blowhole
7.11,85.6,108.4,1445.0,Blowhole
6.32,93.3,95.2,1413.7,Blowhole
6.72,80.7,99.9,1392.3,Blowhole
6.72,84.9,105.5,1460.3,Blowhole
6.4,85.1,97.5,1395.1,Blowhole
7.24,89.9,93.8,1416.7,Blowhole
6.34,88.8,92.4,1478.6,Blowhole
7.21,85.5,101.6,1471.1,Blowhole
6.92,82.4,97.6,1464.3,Blowhole
7.04,89.1,107.3,1469.4,Blowhole
7.4,81.3,100.9,1454.1,Blowhole
7.18,88.5,93.3,1459.7,Blowhole
7.14,81.2,99.3,1397.4,Blowhole
6.64,80.3,98.0,1435.0,Blowhole
7.01,89.3,106.7,1401.5,Blowhole
6.36,91.9,93.1,1477.5,Blowhole
7.3,87.0,109.6,1389.7,Blowhole
6.59,88.9,97.0,1472.8,Blowhole
6.29,87.7,101.8,1445.3,Blowhole
6.53,85.1,106.9,1399.5,Blowhole
7.27,87.9,105.2,1451.4,Blowhole
6.47,88.0,107.4,1423.2,Blowhole
7.46,86.3,92.9,1418.9,Blowhole
7.44,84.5,107.4,1468.1,Blowhole
6.66,81.2,104.5,1411.2,Blowhole
7.22,86.2,99.7,1457.8,Blowhole
6.7,86.2,97.5,1416.7,Blowhole
6.88,91.3,97.2,1432.4,Blowhole
7.07,83.8,95.6,1473.3,Blowhole
7.14,88.1,103.0,1382.9,Blowhole
7.0,87.1,100.9,1415.9,Blowhole
6.31,82.7,109.0,1420.9,Blowhole
6.81,80.7,90.8,1451.7,Blowhole
6.9,87.1,94.9,1454.5,Blowhole
6.42,82.7,99.2,1408.6,Blowhole
6.52,89.0,103.0,1462.5,Blowhole
6.74,81.0,95.5,1478.0,Blowhole
6.98,89.9,90.1,1431.8,Blowhole
6.25,88.0,108.4,1476.8,Blowhole
6.9,86.4,108.9,1447.4,Blowhole
6.28,86.5,94.8,1427.0,Blowhole
6.79,88.2,97.1,1396.4,Blowhole
6.85,91.6,103.3,1413.8,Blowhole
7.42,92.8,94.2,1383.9,Blowhole
7.16,91.6,109.4,1469.0,Blowhole
6.98,87.4,90.6,1404.7,Blowhole
6.8,88.8,101.1,1454.3,Blowhole
6.56,87.9,91.8,1421.4,Blowhole
7.18,89.7,109.8,1407.8,Blowhole
6.85,84.6,98.8,1465.7,Blowhole
7.09,92.4,94.1,1467.3,Blowhole
6.28,92.4,96.6,1411.5,Blowhole
6.87,93.2,91.0,1415.2,Blowhole
7.31,85.5,94.0,1422.5,Blowhole
6.7,92.8,105.2,1430.5,Blowhole
7.48,86.5,91.2,1406.2,Blowhole
6.77,82.2,109.0,1456.7,Blowhole
6.55,88.3,104.4,1474.1,Blowhole
7.35,87.2,105.5,1436.2,Blowhole
6.92,81.6,92.5,1433.0,Blowhole
6.55,80.3,104.5,1383.2,Blowhole
6.97,87.5,109.4,1428.4,Blowhole
6.28,87.7,106.8,1479.7,Blowhole
6.76,84.5,108.1,1399.1,Blowhole
7.0,85.7,90.8,1414.7,Blowhole
6.54,89.6,109.0,1406.8,Blowhole
7.25,80.8,100.8,1387.1,Blowhole
7.41,90.7,103.2,1462.4,Blowhole
7.04,93.6,104.3,1472.5,Blowhole
6.87,81.6,100.6,1392.7,Blowhole
6.97,86.8,102.5,1381.0,Blowhole
6.45,86.9,109.0,1418.4,Blowhole
6.75,90.0,102.1,1409.9,Blowhole
6.73,83.0,109.3,1393.1,Blowhole
6.68,80.4,94.4,1458.0,Blowhole
6.46,81.1,99.5,1381.0,Blowhole
6.31,91.3,105.4,1471.5,Blowhole
7.31,89.6,91.0,1458.3,Blowhole
7.3,91.2,100.2,1403.3,Blowhole
7.3,90.2,109.6,1395.6,Blowhole
6.49,83.0,105.9,1398.7,Blowhole
6.29,94.0,90.5,1463.5,Blowhole
6.67,91.8,101.1,1470.2,Blowhole
7.4,80.1,91.5,1405.0,Blowhole
7.07,92.4,99.2,1440.7,Blowhole
6.45,91.3,109.3,1406.9,Blowhole
6.84,81.2,101.2,1430.3,Blowhole
6.39,86.2,96.7,1432.2,Blowhole
6.96,80.1,105.2,1451.3,Blowhole
6.68,80.7,105.1,1475.5,Blowhole
6.51,84.5,93.7,1437.7,Blowhole
6.4,85.0,103.9,1436.0,Blowhole
6.7,85.9,101.2,1380.6,Blowhole
6.3,92.3,91.6,1450.7,Blowhole
7.4,83.8,97.4,1436.9,Blowhole
7.35,93.2,104.8,1388.7,Blowhole
7.07,85.7,99.4,1384.9,Blowhole
6.45,91.1,99.1,1410.2,Blowhole
6.7,92.0,105.0,1407.2,Blowhole
6.35,83.5,108.4,1438.2,Blowhole
6.89,88.3,97.3,1460.7,Blowhole
6.88,81.6,92.6,1433.7,Blowhole
7.42,84.3,107.4,1456.4,Blowhole
6.52,80.5,92.0,1452.8,Blowhole
6.46,85.2,100.0,1452.5,Blowhole
6.35,85.7,99.7,1434.1,Blowhole
7.26,82.4,106.2,1449.3,Blowhole
6.92,89.8,98.2,1393.8,Blowhole
7.07,87.3,102.8,1413.8,Blowhole
7.38,88.2,91.7,1425.0,Blowhole
7.18,91.1,99.9,1469.5,Blowhole
6.55,85.7,108.0,1469.6,Blowhole
7.09,92.0,91.8,1466.5,Blowhole
6.62,82.5,94.8,1421.8,Blowhole
6.53,84.5,92.7,1409.6,Blowhole
6.94,86.2,96.9,1454.6,Blowhole
7.36,90.6,96.6,1454.4,Blowhole
6.4,81.8,96.9,1460.8,Blowhole
6.52,80.9,92.6,1465.9,Blowhole
7.02,83.5,101.1,1432.8,Blowhole
7.05,83.3,107.3,1410.9,Blowhole
7.1,80.2,97.5,1415.2,Blowhole
6.91,81.0,105.8,1401.8,Blowhole
7.08,91.2,101.2,1454.1,Blowhole
7.06,85.0,106.2,1409.5,Blowhole
6.94,90.4,97.6,1410.3,Blowhole
6.8,91.5,108.6,1434.5,Blowhole
7.06,92.6,92.0,1403.2,Blowhole
7.12,91.5,107.1,1421.5,Blowhole
6.32,86.1,94.6,1409.1,Blowhole
7.2,81.1,106.6,1422.8,Blowhole
6.97,81.3,96.7,1389.0,Blowhole
7.45,91.3,99.2,1402.4,Blowhole
7.41,84.8,93.2,1436.3,Blowhole
7.43,80.1,94.8,1473.8,Blowhole
6.42,81.6,101.4,1466.2,Blowhole
6.82,93.9,103.6,1387.4,Blowhole
7.49,85.7,95.7,1435.8,Blowhole
6.6,81.2,90.0,1425.0,Blowhole
7.29,88.0,110.0,1408.7,Blowhole
6.56,82.2,93.3,1408.5,Blowhole
7.23,92.7,109.5,1403.2,Blowhole
7.35,84.6,92.3,1467.0,Blowhole
7.03,82.3,98.6,1408.7,Blowhole
7.16,86.3,109.8,1385.5,Blowhole
6.66,86.7,100.1,1411.6,Blowhole
7.15,92.2,108.8,1460.5,Blowhole
7.31,87.7,106.5,1410.4,Blowhole
6.72,84.4,99.3,1408.6,Blowhole
7.45,84.4,92.0,1432.7,Blowhole
6.27,81.5,94.4,1426.4,Blowhole
6.76,91.2,104.8,1422.6,Blowhole
6.63,84.4,105.5,1385.2,Blowhole
6.22,91.1,99.5,1393.1,Blowhole
6.51,93.1,107.2,1451.0,Blowhole
6.83,87.3,109.5,1476.6,Blowhole
6.48,91.4,93.9,1401.4,Blowhole
7.08,85.7,108.6,1388.9,Blowhole
6.86,92.9,108.1,1395.7,Blowhole
6.68,88.7,93.2,1476.8,Blowhole
7.39,82.3,92.4,1388.5,Blowhole
7.38,82.7,98.3,1424.9,Blowhole
6.98,81.0,94.5,1473.1,Blowhole
7.38,90.9,90.4,1412.7,Blowhole
7.02,83.9,108.2,1443.4,Blowhole
6.29,92.7,109.2,1387.8,Blowhole
6.89,84.2,97.9,1398.0,Blowhole
6.95,93.4,100.1,1388.3,Blowhole
7.01,84.8,107.1,1423.5,Blowhole
6.45,82.7,105.4,1406.6,Blowhole
7.2,82.9,96.4,1426.5,Blowhole
7.43,93.0,94.1,1415.8,Blowhole
6.39,87.1,99.2,1470.1,Blowhole
7.41,85.4,99.8,1469.6,Blowhole
7.25,80.1,96.4,1422.2,Blowhole
6.5,82.8,90.8,1444.3,Blowhole
6.54,80.7,94.6,1460.2,Blowhole
7.31,86.8,98.3,1477.8,Blowhole
6.46,83.0,95.8,1397.3,Blowhole
6.69,92.8,102.3,1421.2,Blowhole
7.41,80.7,94.2,1436.6,Blowhole
7.0,80.6,98.1,1444.9,Blowhole
7.11,88.9,96.4,1389.4,Blowhole
6.76,81.8,109.0,1427.5,Blowhole
6.61,90.7,100.0,1411.0,Blowhole
7.26,92.1,103.5,1384.7,Blowhole
6.94,90.7,92.7,1402.9,Blowhole
7.35,80.3,105.1,1427.4,Blowhole
6.78,80.1,106.4,1416.0,Blowhole
6.9,89.5,104.1,1475.6,Blowhole
6.89,85.6,109.1,1444.2,Blowhole
6.59,81.8,106.9,1416.2,Blowhole
7.06,86.6,94.0,1440.2,Blowhole
6.28,85.8,100.9,1423.6,Blowhole
7.17,91.6,105.4,1383.9,Blowhole
6.45,87.5,108.7,1463.5,Blowhole
7.3,84.2,98.6,1427.1,Blowhole
6.4,80.4,108.9,1404.1,Blowhole
6.51,81.2,108.6,1438.0,Blowhole
7.07,92.8,96.9,1442.2,Blowhole
6.25,82.6,106.6,1456.7,Blowhole
6.66,85.3,100.7,1380.0,Blowhole
6.51,82.9,95.0,1460.6,Blowhole
6.56,82.7,100.1,1466.6,Blowhole
6.51,81.1,97.1,1454.8,Blowhole
6.92,91.4,109.2,1459.3,Blowhole
6.98,86.9,90.8,1478.4,Blowhole
6.7,82.1,103.3,1408.4,Blowhole
6.96,88.2,98.9,1463.6,Blowhole
6.54,86.3,100.8,1446.4,Blowhole
7.22,85.5,102.9,1395.1,Blowhole
7.41,85.4,104.6,1382.0,Blowhole
6.47,86.8,107.6,1432.7,Blowhole
7.41,86.8,99.8,1392.0,Blowhole
7.24,83.5,108.0,1471.1,Blowhole
7.43,87.3,103.5,1457.9,Blowhole
6.37,88.4,90.7,1429.8,Blowhole
6.4,82.6,97.3,1423.2,Blowhole
7.01,81.0,100.1,1398.3,Blowhole
6.95,88.9,101.1,1453.8,Blowhole
6.64,90.7,98.7,1428.4,Blowhole
7.04,80.3,103.1,1441.9,Blowhole
6.6,81.2,91.8,1472.3,Blowhole
7.1,81.8,97.1,1439.2,Blowhole
7.29,80.6,94.7,1469.0,Blowhole
6.21,82.8,109.2,1441.3,Blowhole
6.54,80.9,90.6,1404.5,Blowhole
7.35,85.8,104.4,1471.8,Blowhole
6.73,82.7,100.3,1470.8,Blowhole
7.25,80.9,103.9,1437.2,Blowhole
7.38,81.7,100.7,1467.9,Blowhole
6.73,86.7,91.4,1407.8,Blowhole
6.62,93.2,95.7,1426.1,Blowhole
7.07,82.3,99.7,1453.9,Blowhole
7.33,88.8,103.4,1392.6,Blowhole
7.43,81.9,105.5,1406.5,Blowhole
7.41,90.1,105.1,1401.9,Blowhole
6.78,88.6,105.4,1390.4,Blowhole
7.45,92.5,95.4,1462.3,Blowhole
6.87,86.5,96.3,1438.1,Blowhole
7.15,85.8,102.6,1449.9,Blowhole
7.12,80.7,107.2,1425.8,Blowhole
6.54,83.4,99.7,1468.7,Blowhole
6.69,90.5,91.9,1427.6,Blowhole
7.49,90.8,94.2,1430.1,Blowhole
6.5,85.7,105.6,1457.1,Blowhole
6.5,92.9,101.9,1418.0,Blowhole
6.85,88.5,101.2,1428.6,Blowhole
6.86,82.5,106.3,1434.2,Blowhole
6.37,90.7,108.6,1474.7,Blowhole
6.68,81.9,100.4,1391.3,Blowhole
7.41,82.6,95.1,1420.7,Blowhole
6.7,91.1,99.1,1397.1,Blowhole
6.55,87.1,92.9,1441.2,Blowhole
6.94,90.0,108.8,1471.2,Blowhole
7.43,83.4,92.6,1410.2,Blowhole
7.36,93.6,107.2,1391.0,Blowhole
7.43,85.9,90.2,1424.2,Blowhole
6.26,87.6,96.8,1427.3,Blowhole
7.0,92.2,103.2,1423.4,Blowhole
7.27,92.7,92.4,1433.2,Blowhole
6.57,80.7,103.4,1466.3,Blowhole
6.41,91.4,107.1,1471.4,Blowhole
6.54,92.7,96.4,1435.2,Blowhole
6.27,80.6,104.4,1424.4,Blowhole
6.53,82.7,103.4,1380.0,Blowhole
7.25,81.1,93.8,1418.6,Blowhole
6.83,85.0,96.4,1476.4,Blowhole
7.03,80.3,98.6,1467.5,Blowhole
